/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__11-13-56-793.jpg,816,1937,987,2137,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__11-13-56-793.jpg,837,3058,930,3215,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,84,2294,234,2394,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,391,2194,534,2326,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,252,2665,412,2819,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,409,2865,527,3008,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,502,3055,587,3205,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,1944,3030,2119,3280,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2191,2751,2359,2973,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2116,2548,2273,2708,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,1984,2469,2077,2619,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2194,1808,2337,1962,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2109,1294,2227,1412,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2102,1533,2216,1687,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2098,808,2230,994,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,1919,880,2019,1033,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2184,658,2312,783,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-29__12-03-14-473.jpg,2273,819,2391,933,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,298,1983,487,2137,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,59,2262,284,2508,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,16,2676,298,2915,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,405,2723,516,2940,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,2359,2858,2472,3150,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,405,2948,502,3087,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,734,2662,834,2805,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,712,2062,794,2158,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-22-48-964.jpg,409,1665,512,1833,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-27-33-770.jpg,44,723,159,915,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-27-33-770.jpg,2030,737,2280,890,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-27-33-770.jpg,1862,3115,1998,3273,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__10-53-36-421.jpg,1362,1848,1627,2133,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,48,1558,352,1812,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,437,1748,641,2008,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,9,2219,230,2498,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,269,3133,523,3294,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,209,190,502,465,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-05-27-634.jpg,305,765,466,858,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,91,258,262,494,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,144,176,237,287,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,12,1305,173,1494,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,55,2180,223,2348,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,77,2812,209,3001,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,5,3087,91,3240,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,2073,694,2237,805,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,2209,1637,2412,1769,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,1980,1926,2152,2140,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,1677,1776,1791,1869,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-09-30__13-08-58-393.jpg,2180,2108,2352,2394,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,394,51,548,173,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,648,101,862,273,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,984,258,1159,465,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,709,1255,894,1465,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,773,2694,891,2923,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__11-20-02-684.jpg,580,2651,662,2758,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-01-10-815.jpg,1748,194,1930,451,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-01-10-815.jpg,1459,1526,1637,1758,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-01-10-815.jpg,1594,1883,1809,2119,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-01-10-815.jpg,1541,2898,1659,3119,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-01-10-815.jpg,1505,3083,1679,3296,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-02-47-591.jpg,187,494,394,762,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-02-47-591.jpg,12,2762,212,2923,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-03__12-02-47-591.jpg,2180,2515,2423,2815,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1269,1015,1384,1158,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1641,801,1777,937,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1580,1244,1762,1405,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1487,1444,1605,1662,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1512,2569,1652,2726,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1394,2937,1466,3101,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1277,2994,1369,3115,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__11-26-56-882.jpg,1623,3187,1722,3296,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,387,183,519,369,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,2,1433,198,1555,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,16,2469,312,2765,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,527,2894,755,3244,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,2084,2855,2284,3090,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,2112,2665,2352,2865,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,644,1076,741,1155,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,2205,12,2455,183,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,830,2415,898,2508,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-04__12-00-20-842.jpg,2173,2215,2305,2340,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__10-52-26-539.jpg,1037,1348,1194,1544,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__10-52-26-539.jpg,1130,1023,1269,1158,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__10-52-26-539.jpg,494,1398,734,1576,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__10-52-26-539.jpg,927,1912,1094,2094,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__10-52-26-539.jpg,1098,2980,1298,3255,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-08-31-247.jpg,212,1123,366,1287,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-08-31-247.jpg,2005,1680,2184,1858,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1416,601,1627,865,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1498,1283,1666,1433,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1941,1205,2137,1340,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1280,2362,1491,2583,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1530,2226,1705,2448,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-19-30-252.jpg,1169,3051,1386,3296,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-24-06-598.jpg,16,983,98,1065,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-24-06-598.jpg,1952,715,2102,837,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-24-06-598.jpg,2002,1405,2134,1580,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__11-24-06-598.jpg,127,2090,205,2180,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,869,194,1041,419,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,730,387,812,483,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,1023,455,1180,615,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,962,705,1109,851,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,952,990,1127,1158,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,977,1319,1134,1480,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,677,1369,834,1523,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,730,1783,891,1919,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,987,2587,1137,2783,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,980,2808,1166,2983,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-05__13-26-02-914.jpg,919,3090,1027,3251,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,805,176,1062,515,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1116,1,1327,144,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1369,337,1552,530,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1384,65,1530,155,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,812,580,1116,769,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1012,815,1198,1015,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1023,1105,1187,1330,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1173,1498,1373,1840,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1127,2019,1405,2194,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,655,2158,816,2348,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,927,2280,1048,2483,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,1091,2548,1252,2708,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-30-14-275.jpg,2337,744,2459,887,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,191,1,391,108,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,252,108,394,308,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,2,701,109,830,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,427,1058,569,1244,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,223,1726,387,1890,panicle
/mnt/data/datasets/datasets/seed_datasets_current/LL1_tidy_terra_panicle_detection/LL1_tidy_terra_panicle_detection_dataset/media/2016-10-06__11-38-06-750.jpg,487,1626,641,1740,panicle
